action_row,enemy_id,enemy_name,action_type,source_id,action_name,effect_id,attack_point,attribute_id,wide_range,add_hp,add_mp,add_sp,calculation,snatch_hp,snatch_mp,snatch_sp,affixation_effect,relieve_effect,add_buff,continuous_turns,initial_usage_count,ai_rate,risk_tags,targeting,limitation
358,181,庫塔,治療／危急技能,1518,浸沐春風,85,0,3,,60,,,,,,,0,0,0,0,1,依目前 HP 數值最少的存活敵人之 HP 百分比增加權重；不是最低 HP 百分比排序。,HP_recovery_definition,lowest absolute current HP living enemy; effect range may expand,"definition only; damage/heal totals, successful targets and timings need runtime verification"
359,169,大鬣蜥,普通攻擊,,基本攻擊效果,107,0,9,,,,,,,,,0,0,0,0,,動態：連續普通攻擊越多，權重越低，最低 2。,,player target or initialization self flag; runtime target set not proven,"definition only; damage/heal totals, successful targets and timings need runtime verification"
360,169,大鬣蜥,特殊攻擊,2,特殊攻擊效果 2,2,0,9,,,,,,,,,0,0,0,0,6,3,,player target or initialization self flag; runtime target set not proven,"definition only; damage/heal totals, successful targets and timings need runtime verification"
361,168,鱷魚,普通攻擊,,基本攻擊效果,107,0,9,,,,,,,,,0,0,0,0,,動態：連續普通攻擊越多，權重越低，最低 2。,,player target or initialization self flag; runtime target set not proven,"definition only; damage/heal totals, successful targets and timings need runtime verification"
362,168,鱷魚,特殊攻擊,201,特殊攻擊效果 201,201,300,9,,,,,,,,,0,0,0,0,3,3,,player target or initialization self flag; runtime target set not proven,"definition only; damage/heal totals, successful targets and timings need runtime verification"
363,168,鱷魚,特殊攻擊,201,特殊攻擊效果 201,201,300,9,,,,,,,,,0,0,0,0,2,3,,player target or initialization self flag; runtime target set not proven,"definition only; damage/heal totals, successful targets and timings need runtime verification"
364,160,席娜,普通攻擊,,基本攻擊效果,120,0,6,,,,,,,,,0,0,0,0,,動態：連續普通攻擊越多，權重越低，最低 2。,,player target or initialization self flag; runtime target set not proven,"definition only; damage/heal totals, successful targets and timings need runtime verification"
365,160,席娜,特殊攻擊,193,特殊攻擊效果 193,193,280,7,,,,,,,,,0,0,0,0,2,3,,player target or initialization self flag; runtime target set not proven,"definition only; damage/heal totals, successful targets and timings need runtime verification"
366,160,席娜,特殊攻擊,193,特殊攻擊效果 193,193,280,7,,,,,,,,,0,0,0,0,2,3,,player target or initialization self flag; runtime target set not proven,"definition only; damage/heal totals, successful targets and timings need runtime verification"
367,160,席娜,治療／危急技能,1574,氣療術,14,0,0,,100,,,,,,,0,0,0,0,1,依目前 HP 數值最少的存活敵人之 HP 百分比增加權重；不是最低 HP 百分比排序。,HP_recovery_definition,lowest absolute current HP living enemy; effect range may expand,"definition only; damage/heal totals, successful targets and timings need runtime verification"
368,160,席娜,治療／危急技能,1574,氣療術,14,0,0,,100,,,,,,,0,0,0,0,1,依目前 HP 數值最少的存活敵人之 HP 百分比增加權重；不是最低 HP 百分比排序。,HP_recovery_definition,lowest absolute current HP living enemy; effect range may expand,"definition only; damage/heal totals, successful targets and timings need runtime verification"
369,174,阿高司,普通攻擊,,基本攻擊效果,4,0,9,,,,,,,,,0,0,0,0,,動態：連續普通攻擊越多，權重越低，最低 2。,,player target or initialization self flag; runtime target set not proven,"definition only; damage/heal totals, successful targets and timings need runtime verification"
370,174,阿高司,特殊攻擊,9,特殊攻擊效果 9,9,23,9,,,,,,,,,0,0,0,0,4,4,,player target or initialization self flag; runtime target set not proven,"definition only; damage/heal totals, successful targets and timings need runtime verification"
371,147,水仙,普通攻擊,,基本攻擊效果,253,0,9,,,,,,,,,0,0,0,0,,動態：連續普通攻擊越多，權重越低，最低 2。,,player target or initialization self flag; runtime target set not proven,"definition only; damage/heal totals, successful targets and timings need runtime verification"
372,147,水仙,技能,1511,浪捲無量,256,200,2,Y,,,,,,,,0,0,0,0,2,4,area_effect,player target or initialization self flag; runtime target set not proven,"definition only; damage/heal totals, successful targets and timings need runtime verification"
373,147,水仙,技能,1511,浪捲無量,256,200,2,Y,,,,,,,,0,0,0,0,2,4,area_effect,player target or initialization self flag; runtime target set not proven,"definition only; damage/heal totals, successful targets and timings need runtime verification"
374,197,耆戈,普通攻擊,,基本攻擊效果,122,0,9,,,,,,,,,0,0,0,0,,動態：連續普通攻擊越多，權重越低，最低 2。,,player target or initialization self flag; runtime target set not proven,"definition only; damage/heal totals, successful targets and timings need runtime verification"
375,197,耆戈,特殊攻擊,192,特殊攻擊效果 192,192,100,8,Y,,,,,,,,0,0,0,0,3,3,area_effect,player target or initialization self flag; runtime target set not proven,"definition only; damage/heal totals, successful targets and timings need runtime verification"
376,197,耆戈,特殊攻擊,192,特殊攻擊效果 192,192,100,8,Y,,,,,,,,0,0,0,0,2,3,area_effect,player target or initialization self flag; runtime target set not proven,"definition only; damage/heal totals, successful targets and timings need runtime verification"
377,65,影忍妖機,普通攻擊,,基本攻擊效果,181,0,9,,,,,,,,,0,0,0,0,,動態：連續普通攻擊越多，權重越低，最低 2。,,player target or initialization self flag; runtime target set not proven,"definition only; damage/heal totals, successful targets and timings need runtime verification"
378,164,神燈巨人,普通攻擊,,基本攻擊效果,119,0,9,,,,,,,,,0,0,0,0,,動態：連續普通攻擊越多，權重越低，最低 2。,,player target or initialization self flag; runtime target set not proven,"definition only; damage/heal totals, successful targets and timings need runtime verification"
379,164,神燈巨人,技能,1,技能 1,,,,,,,,,,,,,,,,3,3,missing_skill_definition|missing_effect_definition,player target or initialization self flag; runtime target set not proven,"definition only; damage/heal totals, successful targets and timings need runtime verification"
380,164,神燈巨人,治療／危急技能,1518,浸沐春風,85,0,3,,60,,,,,,,0,0,0,0,1,依目前 HP 數值最少的存活敵人之 HP 百分比增加權重；不是最低 HP 百分比排序。,HP_recovery_definition,lowest absolute current HP living enemy; effect range may expand,"definition only; damage/heal totals, successful targets and timings need runtime verification"
381,164,神燈巨人,治療／危急技能,1518,浸沐春風,85,0,3,,60,,,,,,,0,0,0,0,1,依目前 HP 數值最少的存活敵人之 HP 百分比增加權重；不是最低 HP 百分比排序。,HP_recovery_definition,lowest absolute current HP living enemy; effect range may expand,"definition only; damage/heal totals, successful targets and timings need runtime verification"
382,221,枯屍鬼,普通攻擊,,基本攻擊效果,4,0,9,,,,,,,,,0,0,0,0,,動態：連續普通攻擊越多，權重越低，最低 2。,,player target or initialization self flag; runtime target set not proven,"definition only; damage/heal totals, successful targets and timings need runtime verification"
383,185,山鬼,普通攻擊,,基本攻擊效果,3,0,9,,,,,,,,,0,0,0,0,,動態：連續普通攻擊越多，權重越低，最低 2。,,player target or initialization self flag; runtime target set not proven,"definition only; damage/heal totals, successful targets and timings need runtime verification"
384,185,山鬼,特殊攻擊,2,特殊攻擊效果 2,2,0,9,,,,,,,,,0,0,0,0,5,3,,player target or initialization self flag; runtime target set not proven,"definition only; damage/heal totals, successful targets and timings need runtime verification"
385,416,唐軍步卒,普通攻擊,,基本攻擊效果,189,0,9,,,,,,,,,0,0,0,0,,動態：連續普通攻擊越多，權重越低，最低 2。,,player target or initialization self flag; runtime target set not proven,"definition only; damage/heal totals, successful targets and timings need runtime verification"
386,411,黑衣大食兵,普通攻擊,,基本攻擊效果,40,0,9,,,,,,,,,0,0,0,0,,動態：連續普通攻擊越多，權重越低，最低 2。,,player target or initialization self flag; runtime target set not proven,"definition only; damage/heal totals, successful targets and timings need runtime verification"
387,412,白衣大食兵,普通攻擊,,基本攻擊效果,40,0,9,,,,,,,,,0,0,0,0,,動態：連續普通攻擊越多，權重越低，最低 2。,,player target or initialization self flag; runtime target set not proven,"definition only; damage/heal totals, successful targets and timings need runtime verification"
388,390,鬼爵,普通攻擊,,基本攻擊效果,153,0,9,,,,,,,,,0,0,0,0,,動態：連續普通攻擊越多，權重越低，最低 2。,,player target or initialization self flag; runtime target set not proven,"definition only; damage/heal totals, successful targets and timings need runtime verification"
389,390,鬼爵,特殊攻擊,1,特殊攻擊效果 1,1,0,9,,,,,,,,,0,0,0,0,4,3,,player target or initialization self flag; runtime target set not proven,"definition only; damage/heal totals, successful targets and timings need runtime verification"
390,161,亞坦,普通攻擊,,基本攻擊效果,122,0,9,,,,,,,,,0,0,0,0,,動態：連續普通攻擊越多，權重越低，最低 2。,,player target or initialization self flag; runtime target set not proven,"definition only; damage/heal totals, successful targets and timings need runtime verification"
391,161,亞坦,技能,1506,熾炎波,105,80,1,Y,,,,,,,,0,0,0,0,3,3,area_effect,player target or initialization self flag; runtime target set not proven,"definition only; damage/heal totals, successful targets and timings need runtime verification"
392,161,亞坦,技能,1677,天降雷火,123,150,8,,,,,,,,,0,0,0,0,2,3,,player target or initialization self flag; runtime target set not proven,"definition only; damage/heal totals, successful targets and timings need runtime verification"
393,129,阿加希歐,普通攻擊,,基本攻擊效果,5,0,9,,,,,,,,,0,0,0,0,,動態：連續普通攻擊越多，權重越低，最低 2。,,player target or initialization self flag; runtime target set not proven,"definition only; damage/heal totals, successful targets and timings need runtime verification"
394,129,阿加希歐,技能,1,技能 1,,,,,,,,,,,,,,,,5,3,missing_skill_definition|missing_effect_definition,player target or initialization self flag; runtime target set not proven,"definition only; damage/heal totals, successful targets and timings need runtime verification"
395,153,瓦雀,普通攻擊,,基本攻擊效果,120,0,6,,,,,,,,,0,0,0,0,,動態：連續普通攻擊越多，權重越低，最低 2。,,player target or initialization self flag; runtime target set not proven,"definition only; damage/heal totals, successful targets and timings need runtime verification"
396,153,瓦雀,技能,1,技能 1,,,,,,,,,,,,,,,,3,3,missing_skill_definition|missing_effect_definition,player target or initialization self flag; runtime target set not proven,"definition only; damage/heal totals, successful targets and timings need runtime verification"
397,153,瓦雀,治療／危急技能,1,技能 1,,,,,,,,,,,,,,,,2,依目前 HP 數值最少的存活敵人之 HP 百分比增加權重；不是最低 HP 百分比排序。,missing_skill_definition|missing_effect_definition,lowest absolute current HP living enemy; effect range may expand,"definition only; damage/heal totals, successful targets and timings need runtime verification"
398,393,沙漠綠蠍,普通攻擊,,基本攻擊效果,35,0,9,,,,,,,,,0,0,0,0,,動態：連續普通攻擊越多，權重越低，最低 2。,,player target or initialization self flag; runtime target set not proven,"definition only; damage/heal totals, successful targets and timings need runtime verification"
399,393,沙漠綠蠍,特殊攻擊,1,特殊攻擊效果 1,1,0,9,,,,,,,,,0,0,0,0,3,0,,player target or initialization self flag; runtime target set not proven,"definition only; damage/heal totals, successful targets and timings need runtime verification"
400,163,朱蛤獸,普通攻擊,,基本攻擊效果,132,0,9,,,,,,,,,0,0,0,0,,動態：連續普通攻擊越多，權重越低，最低 2。,,player target or initialization self flag; runtime target set not proven,"definition only; damage/heal totals, successful targets and timings need runtime verification"
401,163,朱蛤獸,技能,1,技能 1,,,,,,,,,,,,,,,,4,3,missing_skill_definition|missing_effect_definition,player target or initialization self flag; runtime target set not proven,"definition only; damage/heal totals, successful targets and timings need runtime verification"
402,391,魚身人面妖,普通攻擊,,基本攻擊效果,137,0,9,,,,,,,,,0,0,0,0,,動態：連續普通攻擊越多，權重越低，最低 2。,,player target or initialization self flag; runtime target set not proven,"definition only; damage/heal totals, successful targets and timings need runtime verification"
403,175,炎顱,普通攻擊,,基本攻擊效果,4,0,9,,,,,,,,,0,0,0,0,,動態：連續普通攻擊越多，權重越低，最低 2。,,player target or initialization self flag; runtime target set not proven,"definition only; damage/heal totals, successful targets and timings need runtime verification"
404,175,炎顱,特殊攻擊,4,特殊攻擊效果 4,4,0,9,,,,,,,,,0,0,0,0,4,3,,player target or initialization self flag; runtime target set not proven,"definition only; damage/heal totals, successful targets and timings need runtime verification"
405,104,虎,普通攻擊,,基本攻擊效果,4,0,9,,,,,,,,,0,0,0,0,,動態：連續普通攻擊越多，權重越低，最低 2。,,player target or initialization self flag; runtime target set not proven,"definition only; damage/heal totals, successful targets and timings need runtime verification"
406,104,虎,特殊攻擊,1,特殊攻擊效果 1,1,0,9,,,,,,,,,0,0,0,0,3,3,,player target or initialization self flag; runtime target set not proven,"definition only; damage/heal totals, successful targets and timings need runtime verification"
407,139,瓶女,普通攻擊,,基本攻擊效果,98,0,9,,,,,,,,,0,0,0,0,,動態：連續普通攻擊越多，權重越低，最低 2。,,player target or initialization self flag; runtime target set not proven,"definition only; damage/heal totals, successful targets and timings need runtime verification"
408,139,瓶女,特殊攻擊,9,特殊攻擊效果 9,9,23,9,,,,,,,,,0,0,0,0,4,3,,player target or initialization self flag; runtime target set not proven,"definition only; damage/heal totals, successful targets and timings need runtime verification"
409,177,火蠑螈,普通攻擊,,基本攻擊效果,136,0,9,,,,,,,,,0,0,0,0,,動態：連續普通攻擊越多，權重越低，最低 2。,,player target or initialization self flag; runtime target set not proven,"definition only; damage/heal totals, successful targets and timings need runtime verification"
410,177,火蠑螈,特殊攻擊,1,特殊攻擊效果 1,1,0,9,,,,,,,,,0,0,0,0,3,3,,player target or initialization self flag; runtime target set not proven,"definition only; damage/heal totals, successful targets and timings need runtime verification"
411,119,鷹,普通攻擊,,基本攻擊效果,76,0,9,,,,,,,,,0,0,0,0,,動態：連續普通攻擊越多，權重越低，最低 2。,,player target or initialization self flag; runtime target set not proven,"definition only; damage/heal totals, successful targets and timings need runtime verification"
412,386,大棕熊,普通攻擊,,基本攻擊效果,8,0,9,,,,,,,,,0,0,0,0,,動態：連續普通攻擊越多，權重越低，最低 2。,,player target or initialization self flag; runtime target set not proven,"definition only; damage/heal totals, successful targets and timings need runtime verification"
413,386,大棕熊,特殊攻擊,2,特殊攻擊效果 2,2,0,9,,,,,,,,,0,0,0,0,3,2,,player target or initialization self flag; runtime target set not proven,"definition only; damage/heal totals, successful targets and timings need runtime verification"
414,392,閻惡靈,普通攻擊,,基本攻擊效果,133,0,9,,,,,,,,,0,0,0,0,,動態：連續普通攻擊越多，權重越低，最低 2。,,player target or initialization self flag; runtime target set not proven,"definition only; damage/heal totals, successful targets and timings need runtime verification"
415,162,蝠妖,普通攻擊,,基本攻擊效果,138,0,9,,,,,,,,,0,0,0,0,,動態：連續普通攻擊越多，權重越低，最低 2。,,player target or initialization self flag; runtime target set not proven,"definition only; damage/heal totals, successful targets and timings need runtime verification"
416,162,蝠妖,技能,1,技能 1,,,,,,,,,,,,,,,,4,3,missing_skill_definition|missing_effect_definition,player target or initialization self flag; runtime target set not proven,"definition only; damage/heal totals, successful targets and timings need runtime verification"
417,103,獅,普通攻擊,,基本攻擊效果,1,0,9,,,,,,,,,0,0,0,0,,動態：連續普通攻擊越多，權重越低，最低 2。,,player target or initialization self flag; runtime target set not proven,"definition only; damage/heal totals, successful targets and timings need runtime verification"
418,103,獅,特殊攻擊,1,特殊攻擊效果 1,1,0,9,,,,,,,,,0,0,0,0,3,3,,player target or initialization self flag; runtime target set not proven,"definition only; damage/heal totals, successful targets and timings need runtime verification"
419,141,牛頭魚,普通攻擊,,基本攻擊效果,131,0,9,,,,,,,,,0,0,0,0,,動態：連續普通攻擊越多，權重越低，最低 2。,,player target or initialization self flag; runtime target set not proven,"definition only; damage/heal totals, successful targets and timings need runtime verification"
420,141,牛頭魚,技能,1,技能 1,,,,,,,,,,,,,,,,3,4,missing_skill_definition|missing_effect_definition,player target or initialization self flag; runtime target set not proven,"definition only; damage/heal totals, successful targets and timings need runtime verification"
421,4,麥爾斯,普通攻擊,,基本攻擊效果,1,0,9,,,,,,,,,0,0,0,0,,動態：連續普通攻擊越多，權重越低，最低 2。,,player target or initialization self flag; runtime target set not proven,"definition only; damage/heal totals, successful targets and timings need runtime verification"
422,4,麥爾斯,特殊攻擊,72,特殊攻擊效果 72,72,40,9,,,,,,,,,0,0,0,0,3,4,,player target or initialization self flag; runtime target set not proven,"definition only; damage/heal totals, successful targets and timings need runtime verification"
423,4,麥爾斯,特殊攻擊,71,特殊攻擊效果 71,71,50,9,,,,,,,,,0,0,0,0,2,4,,player target or initialization self flag; runtime target set not proven,"definition only; damage/heal totals, successful targets and timings need runtime verification"
424,143,溫蒂妮,普通攻擊,,基本攻擊效果,100,0,2,,,,,,,,,0,0,0,0,,動態：連續普通攻擊越多，權重越低，最低 2。,,player target or initialization self flag; runtime target set not proven,"definition only; damage/heal totals, successful targets and timings need runtime verification"
425,143,溫蒂妮,技能,1,技能 1,,,,,,,,,,,,,,,,5,3,missing_skill_definition|missing_effect_definition,player target or initialization self flag; runtime target set not proven,"definition only; damage/heal totals, successful targets and timings need runtime verification"
426,394,地獄妖貓,普通攻擊,,基本攻擊效果,90,0,9,,,,,,,,,0,0,0,0,,動態：連續普通攻擊越多，權重越低，最低 2。,,player target or initialization self flag; runtime target set not proven,"definition only; damage/heal totals, successful targets and timings need runtime verification"
427,394,地獄妖貓,技能,1,技能 1,,,,,,,,,,,,,,,,2,2,missing_skill_definition|missing_effect_definition,player target or initialization self flag; runtime target set not proven,"definition only; damage/heal totals, successful targets and timings need runtime verification"
428,394,地獄妖貓,特殊攻擊,1,特殊攻擊效果 1,1,0,9,,,,,,,,,0,0,0,0,3,4,,player target or initialization self flag; runtime target set not proven,"definition only; damage/heal totals, successful targets and timings need runtime verification"
429,176,黑豹,普通攻擊,,基本攻擊效果,8,0,9,,,,,,,,,0,0,0,0,,動態：連續普通攻擊越多，權重越低，最低 2。,,player target or initialization self flag; runtime target set not proven,"definition only; damage/heal totals, successful targets and timings need runtime verification"
430,176,黑豹,特殊攻擊,1,特殊攻擊效果 1,1,0,9,,,,,,,,,0,0,0,0,3,3,,player target or initialization self flag; runtime target set not proven,"definition only; damage/heal totals, successful targets and timings need runtime verification"
431,136,格萊艾,普通攻擊,,基本攻擊效果,137,0,9,,,,,,,,,0,0,0,0,,動態：連續普通攻擊越多，權重越低，最低 2。,,player target or initialization self flag; runtime target set not proven,"definition only; damage/heal totals, successful targets and timings need runtime verification"
432,136,格萊艾,特殊攻擊,4,特殊攻擊效果 4,4,0,9,,,,,,,,,0,0,0,0,3,3,,player target or initialization self flag; runtime target set not proven,"definition only; damage/heal totals, successful targets and timings need runtime verification"
433,387,銀背金剛,普通攻擊,,基本攻擊效果,1,0,9,,,,,,,,,0,0,0,0,,動態：連續普通攻擊越多，權重越低，最低 2。,,player target or initialization self flag; runtime target set not proven,"definition only; damage/heal totals, successful targets and timings need runtime verification"
434,387,銀背金剛,特殊攻擊,2,特殊攻擊效果 2,2,0,9,,,,,,,,,0,0,0,0,3,3,,player target or initialization self flag; runtime target set not proven,"definition only; damage/heal totals, successful targets and timings need runtime verification"
435,189,食人花,普通攻擊,,基本攻擊效果,117,0,5,,,,,,,,,1,0,0,1,,動態：連續普通攻擊越多，權重越低，最低 2。,status_effect,player target or initialization self flag; runtime target set not proven,"definition only; damage/heal totals, successful targets and timings need runtime verification"
436,138,寒蛙,普通攻擊,,基本攻擊效果,133,0,9,,,,,,,,,0,0,0,0,,動態：連續普通攻擊越多，權重越低，最低 2。,,player target or initialization self flag; runtime target set not proven,"definition only; damage/heal totals, successful targets and timings need runtime verification"
437,138,寒蛙,特殊攻擊,1,特殊攻擊效果 1,1,0,9,,,,,,,,,0,0,0,0,3,0,,player target or initialization self flag; runtime target set not proven,"definition only; damage/heal totals, successful targets and timings need runtime verification"
438,385,響尾蛇,普通攻擊,,基本攻擊效果,4,0,9,,,,,,,,,0,0,0,0,,動態：連續普通攻擊越多，權重越低，最低 2。,,player target or initialization self flag; runtime target set not proven,"definition only; damage/heal totals, successful targets and timings need runtime verification"
439,385,響尾蛇,特殊攻擊,1,特殊攻擊效果 1,1,0,9,,,,,,,,,0,0,0,0,3,3,,player target or initialization self flag; runtime target set not proven,"definition only; damage/heal totals, successful targets and timings need runtime verification"
440,399,修道院院長,普通攻擊,,基本攻擊效果,6,0,9,,,,,,,,,0,0,0,0,,動態：連續普通攻擊越多，權重越低，最低 2。,,player target or initialization self flag; runtime target set not proven,"definition only; damage/heal totals, successful targets and timings need runtime verification"
441,399,修道院院長,特殊攻擊,3,特殊攻擊效果 3,3,0,9,,,,,,,,,0,0,0,0,4,3,,player target or initialization self flag; runtime target set not proven,"definition only; damage/heal totals, successful targets and timings need runtime verification"
442,399,修道院院長,治療／危急技能,1,技能 1,,,,,,,,,,,,,,,,1,依目前 HP 數值最少的存活敵人之 HP 百分比增加權重；不是最低 HP 百分比排序。,missing_skill_definition|missing_effect_definition,lowest absolute current HP living enemy; effect range may expand,"definition only; damage/heal totals, successful targets and timings need runtime verification"
443,137,凱貝羅斯,普通攻擊,,基本攻擊效果,4,0,9,,,,,,,,,0,0,0,0,,動態：連續普通攻擊越多，權重越低，最低 2。,,player target or initialization self flag; runtime target set not proven,"definition only; damage/heal totals, successful targets and timings need runtime verification"
444,137,凱貝羅斯,特殊攻擊,4,特殊攻擊效果 4,4,0,9,,,,,,,,,0,0,0,0,4,3,,player target or initialization self flag; runtime target set not proven,"definition only; damage/heal totals, successful targets and timings need runtime verification"
445,117,狼,普通攻擊,,基本攻擊效果,8,0,9,,,,,,,,,0,0,0,0,,動態：連續普通攻擊越多，權重越低，最低 2。,,player target or initialization self flag; runtime target set not proven,"definition only; damage/heal totals, successful targets and timings need runtime verification"
446,133,亞格瑞斯,普通攻擊,,基本攻擊效果,41,0,9,,,,,,,,,0,0,0,0,,動態：連續普通攻擊越多，權重越低，最低 2。,,player target or initialization self flag; runtime target set not proven,"definition only; damage/heal totals, successful targets and timings need runtime verification"
447,166,藍人,普通攻擊,,基本攻擊效果,97,10,2,,,,,,,,,0,0,0,0,,動態：連續普通攻擊越多，權重越低，最低 2。,,player target or initialization self flag; runtime target set not proven,"definition only; damage/heal totals, successful targets and timings need runtime verification"
448,166,藍人,技能,1,技能 1,,,,,,,,,,,,,,,,3,3,missing_skill_definition|missing_effect_definition,player target or initialization self flag; runtime target set not proven,"definition only; damage/heal totals, successful targets and timings need runtime verification"
449,130,獢,普通攻擊,,基本攻擊效果,69,0,9,,,,,,,,,0,0,0,0,,動態：連續普通攻擊越多，權重越低，最低 2。,,player target or initialization self flag; runtime target set not proven,"definition only; damage/heal totals, successful targets and timings need runtime verification"
450,130,獢,特殊攻擊,6,特殊攻擊效果 6,6,0,9,,,,,,,,,0,0,0,0,3,3,,player target or initialization self flag; runtime target set not proven,"definition only; damage/heal totals, successful targets and timings need runtime verification"
451,134,半人馬,普通攻擊,,基本攻擊效果,40,0,9,,,,,,,,,0,0,0,0,,動態：連續普通攻擊越多，權重越低，最低 2。,,player target or initialization self flag; runtime target set not proven,"definition only; damage/heal totals, successful targets and timings need runtime verification"
452,134,半人馬,技能,1,技能 1,,,,,,,,,,,,,,,,3,3,missing_skill_definition|missing_effect_definition,player target or initialization self flag; runtime target set not proven,"definition only; damage/heal totals, successful targets and timings need runtime verification"
453,388,紅鬃猿,普通攻擊,,基本攻擊效果,1,0,9,,,,,,,,,0,0,0,0,,動態：連續普通攻擊越多，權重越低，最低 2。,,player target or initialization self flag; runtime target set not proven,"definition only; damage/heal totals, successful targets and timings need runtime verification"
454,388,紅鬃猿,特殊攻擊,2,特殊攻擊效果 2,2,0,9,,,,,,,,,0,0,0,0,3,3,,player target or initialization self flag; runtime target set not proven,"definition only; damage/heal totals, successful targets and timings need runtime verification"
455,142,雪球怪,普通攻擊,,基本攻擊效果,107,0,9,,,,,,,,,0,0,0,0,,動態：連續普通攻擊越多，權重越低，最低 2。,,player target or initialization self flag; runtime target set not proven,"definition only; damage/heal totals, successful targets and timings need runtime verification"
456,142,雪球怪,技能,1,技能 1,,,,,,,,,,,,,,,,2,3,missing_skill_definition|missing_effect_definition,player target or initialization self flag; runtime target set not proven,"definition only; damage/heal totals, successful targets and timings need runtime verification"
457,125,吸血鬼王,普通攻擊,,基本攻擊效果,27,0,9,,,,,,,,,0,0,0,0,,動態：連續普通攻擊越多，權重越低，最低 2。,,player target or initialization self flag; runtime target set not proven,"definition only; damage/heal totals, successful targets and timings need runtime verification"
458,125,吸血鬼王,技能,1,技能 1,,,,,,,,,,,,,,,,3,3,missing_skill_definition|missing_effect_definition,player target or initialization self flag; runtime target set not proven,"definition only; damage/heal totals, successful targets and timings need runtime verification"
459,125,吸血鬼王,特殊攻擊,4,特殊攻擊效果 4,4,0,9,,,,,,,,,0,0,0,0,4,4,,player target or initialization self flag; runtime target set not proven,"definition only; damage/heal totals, successful targets and timings need runtime verification"
460,135,美杜莎,普通攻擊,,基本攻擊效果,135,0,9,,,,,,,,,0,0,0,0,,動態：連續普通攻擊越多，權重越低，最低 2。,,player target or initialization self flag; runtime target set not proven,"definition only; damage/heal totals, successful targets and timings need runtime verification"
461,135,美杜莎,特殊攻擊,4,特殊攻擊效果 4,4,0,9,,,,,,,,,0,0,0,0,4,3,,player target or initialization self flag; runtime target set not proven,"definition only; damage/heal totals, successful targets and timings need runtime verification"
462,398,加賽因,普通攻擊,,基本攻擊效果,5,0,9,,,,,,,,,0,0,0,0,,動態：連續普通攻擊越多，權重越低，最低 2。,,player target or initialization self flag; runtime target set not proven,"definition only; damage/heal totals, successful targets and timings need runtime verification"
463,398,加賽因,技能,1,技能 1,,,,,,,,,,,,,,,,5,3,missing_skill_definition|missing_effect_definition,player target or initialization self flag; runtime target set not proven,"definition only; damage/heal totals, successful targets and timings need runtime verification"
464,140,妖貓,普通攻擊,,基本攻擊效果,90,0,9,,,,,,,,,0,0,0,0,,動態：連續普通攻擊越多，權重越低，最低 2。,,player target or initialization self flag; runtime target set not proven,"definition only; damage/heal totals, successful targets and timings need runtime verification"
465,140,妖貓,技能,1,技能 1,,,,,,,,,,,,,,,,2,3,missing_skill_definition|missing_effect_definition,player target or initialization self flag; runtime target set not proven,"definition only; damage/heal totals, successful targets and timings need runtime verification"
466,317,迷魂霧妖,普通攻擊,,基本攻擊效果,41,0,9,,,,,,,,,0,0,0,0,,動態：連續普通攻擊越多，權重越低，最低 2。,,player target or initialization self flag; runtime target set not proven,"definition only; damage/heal totals, successful targets and timings need runtime verification"
467,317,迷魂霧妖,特殊攻擊,342,特殊攻擊效果 342,342,400,3,Y,,,,,,,,0,0,0,0,4,4,area_effect,player target or initialization self flag; runtime target set not proven,"definition only; damage/heal totals, successful targets and timings need runtime verification"
468,317,迷魂霧妖,特殊攻擊,342,特殊攻擊效果 342,342,400,3,Y,,,,,,,,0,0,0,0,6,4,area_effect,player target or initialization self flag; runtime target set not proven,"definition only; damage/heal totals, successful targets and timings need runtime verification"
469,410,威尼斯水軍,普通攻擊,,基本攻擊效果,40,0,9,,,,,,,,,0,0,0,0,,動態：連續普通攻擊越多，權重越低，最低 2。,,player target or initialization self flag; runtime target set not proven,"definition only; damage/heal totals, successful targets and timings need runtime verification"
470,123,北歐狼,普通攻擊,,基本攻擊效果,40,0,9,,,,,,,,,0,0,0,0,,動態：連續普通攻擊越多，權重越低，最低 2。,,player target or initialization self flag; runtime target set not proven,"definition only; damage/heal totals, successful targets and timings need runtime verification"
471,118,吸血殭屍,普通攻擊,,基本攻擊效果,4,0,9,,,,,,,,,0,0,0,0,,動態：連續普通攻擊越多，權重越低，最低 2。,,player target or initialization self flag; runtime target set not proven,"definition only; damage/heal totals, successful targets and timings need runtime verification"
472,208,水鬼,普通攻擊,,基本攻擊效果,1,0,9,,,,,,,,,0,0,0,0,,動態：連續普通攻擊越多，權重越低，最低 2。,,player target or initialization self flag; runtime target set not proven,"definition only; damage/heal totals, successful targets and timings need runtime verification"
473,128,石骨飛魚,普通攻擊,,基本攻擊效果,134,0,9,,,,,,,,,0,0,0,0,,動態：連續普通攻擊越多，權重越低，最低 2。,,player target or initialization self flag; runtime target set not proven,"definition only; damage/heal totals, successful targets and timings need runtime verification"
474,2,妮可,普通攻擊,,基本攻擊效果,7,0,9,,,,,,,,,0,0,0,0,,動態：連續普通攻擊越多，權重越低，最低 2。,,player target or initialization self flag; runtime target set not proven,"definition only; damage/heal totals, successful targets and timings need runtime verification"
