"enemy_id","enemy_name","action_type","source_id","action_name","attack_effect_id","attack_point","attribute_id","wide_range","affixation_effect","continuous_turns","add_buff","initial_usage_count","ai_rate","cooldown"
"410","威尼斯水軍","普通攻擊","","基本攻擊效果","40","0","9","","0","0","0","","動態：連續普通攻擊越多，權重越低，最低 2。","未定義；原版 AI 使用權重與剩餘使用次數，非每回合 CD。"
"123","北歐狼","普通攻擊","","基本攻擊效果","40","0","9","","0","0","0","","動態：連續普通攻擊越多，權重越低，最低 2。","未定義；原版 AI 使用權重與剩餘使用次數，非每回合 CD。"
"118","吸血殭屍","普通攻擊","","基本攻擊效果","4","0","9","","0","0","0","","動態：連續普通攻擊越多，權重越低，最低 2。","未定義；原版 AI 使用權重與剩餘使用次數，非每回合 CD。"
"208","水鬼","普通攻擊","","基本攻擊效果","1","0","9","","0","0","0","","動態：連續普通攻擊越多，權重越低，最低 2。","未定義；原版 AI 使用權重與剩餘使用次數，非每回合 CD。"
"128","石骨飛魚","普通攻擊","","基本攻擊效果","134","0","9","","0","0","0","","動態：連續普通攻擊越多，權重越低，最低 2。","未定義；原版 AI 使用權重與剩餘使用次數，非每回合 CD。"
"2","妮可","普通攻擊","","基本攻擊效果","7","0","9","","0","0","0","","動態：連續普通攻擊越多，權重越低，最低 2。","未定義；原版 AI 使用權重與剩餘使用次數，非每回合 CD。"
"122","紅耳蝙蝠","普通攻擊","","基本攻擊效果","8","0","9","","0","0","0","","動態：連續普通攻擊越多，權重越低，最低 2。","未定義；原版 AI 使用權重與剩餘使用次數，非每回合 CD。"
"122","紅耳蝙蝠","特殊攻擊","7","特殊攻擊效果 7","7","0","9","","0","0","0","3","3","未定義；原版 AI 使用權重與剩餘使用次數，非每回合 CD。"
"131","吸血鬼","普通攻擊","","基本攻擊效果","27","0","9","","0","0","0","","動態：連續普通攻擊越多，權重越低，最低 2。","未定義；原版 AI 使用權重與剩餘使用次數，非每回合 CD。"
"131","吸血鬼","特殊攻擊","3","特殊攻擊效果 3","3","0","9","","0","0","0","5","3","未定義；原版 AI 使用權重與剩餘使用次數，非每回合 CD。"
"206","惡靈","普通攻擊","","基本攻擊效果","1","0","9","","0","0","0","","動態：連續普通攻擊越多，權重越低，最低 2。","未定義；原版 AI 使用權重與剩餘使用次數，非每回合 CD。"
"121","黑蜈蚣","普通攻擊","","基本攻擊效果","1","0","9","","0","0","0","","動態：連續普通攻擊越多，權重越低，最低 2。","未定義；原版 AI 使用權重與剩餘使用次數，非每回合 CD。"
"121","黑蜈蚣","特殊攻擊","3","特殊攻擊效果 3","3","0","9","","0","0","0","3","3","未定義；原版 AI 使用權重與剩餘使用次數，非每回合 CD。"
"397","赤尾蠍子","普通攻擊","","基本攻擊效果","35","0","9","","0","0","0","","動態：連續普通攻擊越多，權重越低，最低 2。","未定義；原版 AI 使用權重與剩餘使用次數，非每回合 CD。"
"408","武僧","普通攻擊","","基本攻擊效果","1","0","9","","0","0","0","","動態：連續普通攻擊越多，權重越低，最低 2。","未定義；原版 AI 使用權重與剩餘使用次數，非每回合 CD。"
"120","蜈蚣","普通攻擊","","基本攻擊效果","1","0","9","","0","0","0","","動態：連續普通攻擊越多，權重越低，最低 2。","未定義；原版 AI 使用權重與剩餘使用次數，非每回合 CD。"
"120","蜈蚣","特殊攻擊","3","特殊攻擊效果 3","3","0","9","","0","0","0","3","3","未定義；原版 AI 使用權重與剩餘使用次數，非每回合 CD。"
"108","熊","普通攻擊","","基本攻擊效果","8","0","9","","0","0","0","","動態：連續普通攻擊越多，權重越低，最低 2。","未定義；原版 AI 使用權重與剩餘使用次數，非每回合 CD。"
"108","熊","特殊攻擊","2","特殊攻擊效果 2","2","0","9","","0","0","0","3","2","未定義；原版 AI 使用權重與剩餘使用次數，非每回合 CD。"
"126","邪靈","普通攻擊","","基本攻擊效果","134","0","9","","0","0","0","","動態：連續普通攻擊越多，權重越低，最低 2。","未定義；原版 AI 使用權重與剩餘使用次數，非每回合 CD。"
"127","石骨魚","普通攻擊","","基本攻擊效果","1","0","9","","0","0","0","","動態：連續普通攻擊越多，權重越低，最低 2。","未定義；原版 AI 使用權重與剩餘使用次數，非每回合 CD。"
"107","黑金剛","普通攻擊","","基本攻擊效果","1","0","9","","0","0","0","","動態：連續普通攻擊越多，權重越低，最低 2。","未定義；原版 AI 使用權重與剩餘使用次數，非每回合 CD。"
"107","黑金剛","特殊攻擊","2","特殊攻擊效果 2","2","0","9","","0","0","0","3","3","未定義；原版 AI 使用權重與剩餘使用次數，非每回合 CD。"
"409","梅羅文加軍人","普通攻擊","","基本攻擊效果","5","0","9","","0","0","0","","動態：連續普通攻擊越多，權重越低，最低 2。","未定義；原版 AI 使用權重與剩餘使用次數，非每回合 CD。"
"407","教士","普通攻擊","","基本攻擊效果","6","0","9","","0","0","0","","動態：連續普通攻擊越多，權重越低，最低 2。","未定義；原版 AI 使用權重與剩餘使用次數，非每回合 CD。"
"407","教士","特殊攻擊","1","特殊攻擊效果 1","1","0","9","","0","0","0","3","3","未定義；原版 AI 使用權重與剩餘使用次數，非每回合 CD。"
"102","蛇","普通攻擊","","基本攻擊效果","4","0","9","","0","0","0","","動態：連續普通攻擊越多，權重越低，最低 2。","未定義；原版 AI 使用權重與剩餘使用次數，非每回合 CD。"
"102","蛇","特殊攻擊","1","特殊攻擊效果 1","1","0","9","","0","0","0","3","3","未定義；原版 AI 使用權重與剩餘使用次數，非每回合 CD。"
"116","水蛇","普通攻擊","","基本攻擊效果","4","0","9","","0","0","0","","動態：連續普通攻擊越多，權重越低，最低 2。","未定義；原版 AI 使用權重與剩餘使用次數，非每回合 CD。"
"106","野猴","普通攻擊","","基本攻擊效果","1","0","9","","0","0","0","","動態：連續普通攻擊越多，權重越低，最低 2。","未定義；原版 AI 使用權重與剩餘使用次數，非每回合 CD。"
"106","野猴","特殊攻擊","2","特殊攻擊效果 2","2","0","9","","0","0","0","3","3","未定義；原版 AI 使用權重與剩餘使用次數，非每回合 CD。"
"132","侏儒","普通攻擊","","基本攻擊效果","34","0","9","","0","0","0","","動態：連續普通攻擊越多，權重越低，最低 2。","未定義；原版 AI 使用權重與剩餘使用次數，非每回合 CD。"
"132","侏儒","特殊攻擊","1","特殊攻擊效果 1","1","0","9","","0","0","0","5","3","未定義；原版 AI 使用權重與剩餘使用次數，非每回合 CD。"
"171","幽靈","普通攻擊","","基本攻擊效果","133","0","9","","0","0","0","","動態：連續普通攻擊越多，權重越低，最低 2。","未定義；原版 AI 使用權重與剩餘使用次數，非每回合 CD。"
"170","殭屍","普通攻擊","","基本攻擊效果","1","0","9","","0","0","0","","動態：連續普通攻擊越多，權重越低，最低 2。","未定義；原版 AI 使用權重與剩餘使用次數，非每回合 CD。"
"113","巨蛾","普通攻擊","","基本攻擊效果","6","0","9","","0","0","0","","動態：連續普通攻擊越多，權重越低，最低 2。","未定義；原版 AI 使用權重與剩餘使用次數，非每回合 CD。"
"111","毒蜘蛛","普通攻擊","","基本攻擊效果","6","0","9","","0","0","0","","動態：連續普通攻擊越多，權重越低，最低 2。","未定義；原版 AI 使用權重與剩餘使用次數，非每回合 CD。"
"110","毒蠍子","普通攻擊","","基本攻擊效果","2","0","9","","0","0","0","","動態：連續普通攻擊越多，權重越低，最低 2。","未定義；原版 AI 使用權重與剩餘使用次數，非每回合 CD。"
"110","毒蠍子","特殊攻擊","1","特殊攻擊效果 1","1","0","9","","0","0","0","3","3","未定義；原版 AI 使用權重與剩餘使用次數，非每回合 CD。"
"105","度度鳥","普通攻擊","","基本攻擊效果","4","0","9","","0","0","0","","動態：連續普通攻擊越多，權重越低，最低 2。","未定義；原版 AI 使用權重與剩餘使用次數，非每回合 CD。"
"105","度度鳥","特殊攻擊","2","特殊攻擊效果 2","2","0","9","","0","0","0","3","3","未定義；原版 AI 使用權重與剩餘使用次數，非每回合 CD。"
"114","毒蟾蜍","普通攻擊","","基本攻擊效果","1","0","9","","0","0","0","","動態：連續普通攻擊越多，權重越低，最低 2。","未定義；原版 AI 使用權重與剩餘使用次數，非每回合 CD。"
"114","毒蟾蜍","特殊攻擊","1","特殊攻擊效果 1","1","0","9","","0","0","0","3","5","未定義；原版 AI 使用權重與剩餘使用次數，非每回合 CD。"
"400","梅羅文加軍人","普通攻擊","","基本攻擊效果","5","0","9","","0","0","0","","動態：連續普通攻擊越多，權重越低，最低 2。","未定義；原版 AI 使用權重與剩餘使用次數，非每回合 CD。"
"115","巨蛙","普通攻擊","","基本攻擊效果","1","0","9","","0","0","0","","動態：連續普通攻擊越多，權重越低，最低 2。","未定義；原版 AI 使用權重與剩餘使用次數，非每回合 CD。"
"112","隱翅蟲","普通攻擊","","基本攻擊效果","76","0","9","","0","0","0","","動態：連續普通攻擊越多，權重越低，最低 2。","未定義；原版 AI 使用權重與剩餘使用次數，非每回合 CD。"
"112","隱翅蟲","特殊攻擊","8","特殊攻擊效果 8","8","0","9","","0","0","0","2","8","未定義；原版 AI 使用權重與剩餘使用次數，非每回合 CD。"
"109","吸血蝙蝠","普通攻擊","","基本攻擊效果","76","0","9","","0","0","0","","動態：連續普通攻擊越多，權重越低，最低 2。","未定義；原版 AI 使用權重與剩餘使用次數，非每回合 CD。"
"109","吸血蝙蝠","特殊攻擊","9","特殊攻擊效果 9","9","23","9","","0","0","0","3","3","未定義；原版 AI 使用權重與剩餘使用次數，非每回合 CD。"
"101","黏怪","普通攻擊","","基本攻擊效果","1","0","9","","0","0","0","","動態：連續普通攻擊越多，權重越低，最低 2。","未定義；原版 AI 使用權重與剩餘使用次數，非每回合 CD。"
"101","黏怪","特殊攻擊","2","特殊攻擊效果 2","2","0","9","","0","0","0","3","3","未定義；原版 AI 使用權重與剩餘使用次數，非每回合 CD。"
